species,pu,amount
503,JB-383,25000000
503,JB-384,25000000
503,JB-385,25000000
503,JB-386,25000000
503,JB-387,25000000
503,JB-388,25000000
503,JB-389,25000000
503,JB-390,25000000
503,JB-391,25000000
503,JB-392,25000000
503,JB-393,25000000
503,JC-381,22323155
503,JC-382,25000000
503,JC-383,25000000
503,JC-384,25000000
503,JC-385,25000000
503,JC-386,25000000
503,JC-387,25000000
503,JC-388,25000000
503,JC-389,25000000
503,JC-390,25000000
503,JC-391,25000000
503,JC-392,25000000
503,JC-393,25000000
503,JD-382,15764569
503,JD-383,25000000
503,JD-384,25000000
503,JD-385,25000000
503,JD-386,25000000
503,JD-387,25000000
503,JD-388,25000000
503,JD-389,25000000
503,JD-390,25000000
503,JD-391,25000000
503,JD-392,25000000
503,JD-393,25000000
503,JE-382,14186089
503,JE-383,25000000
503,JE-384,25000000
503,JE-385,25000000
503,JE-386,25000000
503,JE-387,25000000
503,JE-388,25000000
503,JE-389,25000000
503,JE-390,25000000
503,JE-391,25000000
503,JE-392,25000000
503,JE-393,25000000
503,JF-383,20255054
503,JF-384,25000000
503,JF-385,25000000
503,JF-386,25000000
503,JF-387,25000000
503,JF-388,25000000
503,JF-389,25000000
503,JF-390,25000000
503,JF-391,25000000
503,JF-392,25000000
503,JF-393,25000000
503,JG-382,518017
503,JG-383,24572505
503,JG-384,25000000
503,JG-385,25000000
503,JG-386,25000000
503,JG-387,25000000
503,JG-388,25000000
503,JG-389,25000000
503,JG-390,25000000
503,JG-391,25000000
503,JG-392,25000000
503,JG-393,25000000
503,JH-383,958738
503,JH-384,13153429
503,JH-385,24262400
503,JH-386,25000000
503,JH-387,25000000
503,JH-388,25000000
503,JH-389,25000000
503,JH-390,25000000
503,JH-391,25000000
503,JH-392,25000000
503,JH-393,25000000
503,JI-385,19030524
503,JI-386,25000000
503,JI-387,25000000
503,JI-388,25000000
503,JI-389,25000000
503,JI-390,25000000
503,JI-391,25000000
503,JI-392,25000000
503,JI-393,25000000
503,JJ-386,17061821
503,JJ-387,25000000
503,JJ-388,25000000
503,JJ-389,25000000
503,JJ-390,25000000
503,JJ-391,25000000
503,JJ-392,25000000
503,JJ-393,25000000
503,JK-386,18557267
503,JK-387,25000000
503,JK-388,25000000
503,JK-389,25000000
503,JK-390,25000000
503,JK-391,25000000
503,JK-392,25000000
503,JK-393,25000000
503,JL-386,15532085
503,JL-387,25000000
503,JL-388,25000000
503,JL-389,25000000
503,JL-390,25000000
503,JL-391,25000000
503,JL-392,25000000
503,JL-393,25000000
503,JM-382,17866
503,JM-383,86032
503,JM-384,205173
503,JM-385,18852084
503,JM-386,25000000
503,JM-387,25000000
503,JM-388,25000000
