species,pu,amount
503,OW-536,24999999
503,PJ-537,25000000
503,PK-536,11952056
503,PC-536,25000000
503,PE-536,25000000
503,PA-536,25000000
503,PH-536,25000000
503,PD-536,25000000
503,PF-536,25000000
503,PJ-536,10678956
503,PB-536,25000000
503,PG-535,24094766
503,PC-535,25000000
503,OX-536,25000000
503,OZ-536,25000000
503,OT-536,25000000
503,OV-536,25000000
503,OW-535,25000000
503,OY-535,25000000
503,OS-535,7449556
503,OU-535,25000000
503,PA-535,25000000
503,PE-535,25000000
503,PI-535,7895826
503,PF-535,17981573
503,PD-535,24814236
503,PH-535,3723006
503,PB-535,25000000
503,PE-534,8343797
503,OV-535,24301329
503,OX-535,25000000
503,OZ-535,25000000
503,OT-535,9696320
503,OY-534,19604209
503,OU-534,5303674
503,OW-534,15803182
503,PG-534,131867
503,PC-534,15736620
503,PA-534,19319022
503,PD-534,177571
503,PB-534,3601103
503,OX-534,3950739
503,OV-534,43713
503,OZ-534,5276956
504,PM-547,7496
411,PE-543,750444
500,IY-58,25000000
500,JC-58,25000000
500,IW-58,15929955
500,JA-58,25000000
500,IU-58,7859250
500,IX-58,20562093
500,IZ-58,25000000
500,JB-58,25000000
500,IT-58,25000000
500,IV-58,3434222
500,IE-58,21753550
500,IG-58,25000000
500,II-58,25000000
500,ID-58,228352
500,IB-58,3571828
500,IJ-58,25000000
500,IH-58,25000000
500,IF-58,22279394
500,IK-58,25000000
500,IQ-58,25000000
500,IM-58,25000000
500,IO-58,25000000
500,IS-58,25000000
500,IP-58,25000000
500,IL-58,25000000
500,IR-58,25000000
500,IN-58,25000000
500,IS-57,25000000
500,IC-57,12138341
500,II-57,25000000
500,IG-57,25000000
500,IJ-57,25000000
500,IB-57,16792592
500,ID-57,7023709
500,IF-57,6931721
500,IH-57,25000000
500,IQ-57,25000000
500,IO-57,25000000
500,IM-57,25000000
500,IK-57,25000000
500,IL-57,25000000
500,IN-57,25000000
500,IP-57,25000000
500,IT-57,25000000
500,IR-57,25000000
500,IQ-56,25000000
500,IU-57,24997788
500,JC-57,25000000
500,IY-57,25000000
500,JA-57,24671837
500,IW-57,3200879
500,IX-57,23674447
500,JB-57,17798239
500,IZ-57,25000000
500,IV-57,24901368
500,IU-56,25000000
500,IE-56,2770971
500,IC-56,25000000
500,IG-56,19862880
500,IA-56,15853885
500,II-56,25000000
500,IB-56,25000000
500,IJ-56,25000000
500,ID-56,25000000
500,IH-56,21838273
500,IY-56,25000000
500,JA-56,6889710
500,IW-56,24767752
500,JC-56,13587600
500,IX-56,25000000
500,IV-56,25000000
500,IT-56,25000000
500,IZ-56,16455941
500,IK-56,25000000
500,IO-56,25000000
500,IS-56,25000000
500,IM-56,25000000
500,IN-56,25000000
500,IR-56,25000000
500,IP-56,25000000
500,IL-56,25000000
500,IO-55,25000000
500,IQ-55,25000000
500,IY-55,25000000
500,IU-55,25000000
500,IW-55,24999999
500,IT-55,25000000
500,IX-55,25000000
500,IZ-55,5602480
500,JD-55,9505
500,IV-55,25000000
500,JM-58,25000000
500,JW-58,25000000
500,JU-58,3051608
500,JQ-58,25000000
500,JS-58,21506265
500,JO-58,25000000
500,JR-58,25000000
500,JN-58,25000000
500,JT-58,5289462
500,JV-58,18718031
500,JE-58,24235915
500,JI-58,25000000
500,JG-58,18032017
500,JK-58,25000000
500,JL-58,25000000
500,JD-58,25000000
500,JH-58,25000000
500,JF-58,25000000
500,JJ-58,25000000
500,JI-57,25000000
500,KE-58,22732015
500,JY-58,25000000
500,KC-58,25000000
500,KA-58,25000000
500,JX-58,25000000
500,KB-58,25000000
500,KF-58,10206923
500,KD-58,25000000
500,JZ-58,25000000
500,KE-57,25000000
500,JP-58,25000000
500,JS-57,16547284
500,JO-57,25000000
500,JM-57,25000000
500,JU-57,767582
500,JQ-57,25000000
500,JR-57,22663650
500,JN-57,25000000
500,JV-57,10232260
500,JT-57,16932275
500,JG-57,25000000
500,JE-57,25000000
500,JK-57,25000000
500,JD-57,25000000
500,JL-57,25000000
500,JJ-57,25000000
500,JF-57,25000000
500,JH-57,25000000
500,JK-56,25000000
500,JI-56,25000000
500,JY-57,25000000
500,JW-57,25000000
500,KA-57,25000000
500,KC-57,25000000
500,KF-57,25000000
500,KB-57,25000000
500,JX-57,25000000
500,JZ-57,25000000
500,KD-57,25000000
500,KE-56,25000000
500,JP-57,25000000
500,JU-56,7525982
500,JS-56,19301015
500,JQ-56,25000000
500,JO-56,25000000
500,JT-56,24999872
500,JP-56,25000000
500,JV-56,13636550
500,JN-56,25000000
500,JR-56,16871141
500,JM-56,25000000
500,JE-56,25000000
500,JG-56,25000000
500,JF-56,25000000
500,JJ-56,25000000
500,JL-56,25000000
500,JD-56,16152881
500,JH-56,25000000
500,JE-55,22153355
500,JG-55,25000000
500,KA-56,25000000
500,KC-56,25000000
500,JW-56,25000000
500,JY-56,25000000
500,KD-56,25000000
500,KF-56,25000000
500,KB-56,25000000
500,JZ-56,25000000
500,JX-56,25000000
500,JW-55,25000000
500,JS-55,24999999
500,JQ-55,25000000
500,JM-55,25000000
500,JO-55,25000000
500,JU-55,4448980
500,JN-55,25000000
500,JT-55,25000000
500,JV-55,4851736
500,JR-55,25000000
500,JP-55,25000000
