species,pu,amount
503,IO-382,25000000
503,IQ-382,25000000
503,IP-382,25000000
503,IN-382,15491407
503,IQ-381,25000000
503,IO-381,25000000
503,IN-381,8558281
503,IP-381,25000000
503,IO-380,25000000
503,IQ-380,25000000
503,IP-380,25000000
503,JB-381,25000000
503,IZ-381,23660707
503,IX-381,25000000
503,JA-380,16635712
503,JC-380,2455177
503,IY-380,6906120
503,JB-380,4843859
503,IX-380,3227188
503,IZ-380,86
503,IT-381,25000000
503,IV-381,25000000
503,IR-381,25000000
503,IW-380,24715763
503,IU-380,25000000
503,IS-380,25000000
503,IT-380,25000000
503,IR-380,25000000
503,IV-380,23846229
503,IU-379,19258751
503,IN-380,2389928
503,IO-379,22447882
503,IP-379,25000000
503,IO-378,16225466
503,JF-384,25000000
503,JD-384,25000000
503,JH-384,13153429
503,JG-383,24572505
503,JE-383,25000000
503,JF-383,20255054
503,JH-383,958738
503,JP-384,7944967
503,JN-384,22212219
503,JM-383,86032
503,JO-383,16430625
503,JN-383,14588006
503,JD-383,25000000
503,JE-382,14186089
503,JG-382,518017
503,JD-382,15764569
503,JM-382,17866
503,JN-382,25374
503,LK-385,10204017
503,LL-385,890669
503,JX-387,15228040
503,JY-386,83663
503,JX-386,103121
503,LE-388,1879947
503,LH-388,130929
503,LF-388,9251425
503,LD-388,11362792
503,LI-387,5759874
503,LG-387,17785659
503,LE-387,25000000
503,LJ-387,3555656
503,LF-387,25000000
503,LH-387,24368409
503,LD-387,25000000
503,LC-387,262298
503,LC-386,13518232
503,LI-386,25000000
503,LE-386,25000000
503,LG-386,25000000
503,LJ-386,20989108
503,LF-386,25000000
503,LH-386,25000000
503,LE-385,25000000
503,LI-385,25000000
503,LG-385,25000000
503,LF-385,25000000
503,LB-386,815072
503,LD-386,25000000
503,LC-385,25000000
503,LD-385,25000000
503,LB-385,14490908
503,LC-384,25000000
503,LA-384,46191
503,LD-384,25000000
503,LB-384,22853184
503,LC-383,25000000
503,LA-383,1029772
503,LH-385,25000000
503,LJ-385,25000000
503,LG-384,25000000
503,LI-384,25000000
503,LE-384,25000000
503,LH-384,25000000
503,LF-384,25000000
503,LJ-384,25000000
503,LE-383,25000000
503,LI-383,25000000
503,LG-383,25000000
503,LH-383,25000000
503,LF-383,25000000
503,LJ-383,25000000
503,LI-382,25000000
503,LE-382,25000000
503,LG-382,25000000
503,LF-382,25000000
503,LJ-382,25000000
503,LH-382,25000000
503,LB-383,24557316
503,LD-383,25000000
